epoch,acc,loss,val_acc,val_loss
0,0.153810483042,2.86063712862,0.313225058834,2.33425008366
1,0.402998919413,2.01901787203,0.457540604984,1.87193164101
2,0.63379193083,1.26317401003,0.476566125338,1.80722450877
3,0.767661154924,0.807583068038,0.468213455963,1.82427578123
4,0.838769515352,0.594621194305,0.462180973828,1.80934524679
5,0.876642448583,0.457182200297,0.473317865291,1.86362727138
6,0.897047453381,0.39296806978,0.482134571796,1.93028484498
7,0.912660374793,0.327952926608,0.472853826951,1.98330602862
8,0.926882046538,0.271374615969,0.418097445763,2.35938680627
9,0.943113301596,0.224113101469,0.473317866017,2.08297448362
10,0.952852056686,0.188900410938,0.471925755077,2.07907222629
11,0.951306222156,0.185550636166,0.476566125511,1.9637424785
12,0.946514136005,0.221715142232,0.475174015366,2.07351402662
13,0.949760388086,0.212694466364,0.469605569185,2.34944769694
14,0.960117476269,0.172790290787,0.472389792276,2.17965957913
15,0.96676456193,0.135739402481,0.470997681024,2.14383558623
16,0.967228313385,0.14316551296,0.477494200566,2.07695278273
17,0.968928730936,0.126687436993,0.477958237039,2.08382719194
18,0.969237897621,0.117593842878,0.477494199806,2.09050368885
19,0.972638733182,0.111488814575,0.476566126721,2.08707616104
20,0.973411650401,0.113616209985,0.482134572003,2.06738791345
