epoch,acc,loss,val_acc,val_loss
0,0.0596409259713,3.42189006845,0.104874445741,3.3743674039
1,0.0965322204946,3.31019457127,0.102904973096,3.27025989286
2,0.103541566219,3.25577780242,0.108813392351,3.22429659518
3,0.120019678083,3.20761993866,0.146233382181,3.139498998
4,0.132931630917,3.13291387105,0.160512062003,3.03563883033
5,0.148917858239,3.03198473828,0.219103892241,2.95377045908
6,0.176709299879,2.91531454409,0.197932053337,2.85195490881
7,0.208927696099,2.80355718027,0.230920727561,2.77573075358
8,0.250737828572,2.66713910553,0.268340719628,2.69934105591
9,0.284062963146,2.53218932305,0.285081240687,2.5843360633
10,0.325504182399,2.37859964365,0.309699656876,2.50444549765
11,0.373585835979,2.22682724976,0.322501231471,2.4484443374
12,0.407156912065,2.07308155471,0.325947809922,2.45075457417
13,0.43826856986,1.95659952034,0.334810438956,2.47163376131
14,0.484751599539,1.77199386765,0.328409652598,2.48262847521
15,0.531480573656,1.60530889773,0.303298869761,2.58978844779
16,0.547589769811,1.51594815167,0.345150175381,2.55787423646
17,0.607599605745,1.34883016967,0.351058594637,2.58136864195
18,0.638834234945,1.19524349764,0.347612015041,2.73624624461
19,0.658632562217,1.16030069404,0.335795175172,2.73591452203
20,0.697245450616,1.01531972536,0.340226489898,2.83877476387
21,0.729955730594,0.907487989659,0.337272280729,2.97867951751
22,0.761928186238,0.802728818172,0.345150173987,3.1198998934
23,0.795007379695,0.675101937938,0.35352043404,3.09908482085
24,0.808042304802,0.634109342825,0.354012802669,3.11862411863
25,0.813698970064,0.613599982459,0.35745938043,3.17154824068
26,0.820708313249,0.601102239841,0.359428853846,3.19216191449
27,0.829562224664,0.574546799298,0.352043329143,3.21506557931
28,0.823044764192,0.572552849998,0.350566224247,3.19656994013
29,0.824643386272,0.584222682989,0.353520433563,3.21972275461
30,0.83595671533,0.5543264474,0.354012802742,3.24634169338
31,0.835833744908,0.540862337154,0.353028066401,3.25677255649
32,0.827717659395,0.555065148051,0.352043330097,3.24930165373
33,0.83632562897,0.537563995414,0.354505170637,3.26228133876
34,0.840383671506,0.524518556941,0.353028065998,3.26076057295
35,0.840137726529,0.527780063051,0.353520434553,3.26834077371
36,0.841613379946,0.515519168915,0.353520434847,3.27848312138
37,0.843703885648,0.512660735968,0.353520433379,3.27448478539
38,0.843457944922,0.522376826924,0.353028064934,3.28224231185
39,0.837924252662,0.531500861448,0.353520433233,3.27951125424
40,0.841736350045,0.513134962759,0.351058591482,3.28210358832
41,0.840998526078,0.522973957346,0.35352043382,3.28317843659
42,0.848499754644,0.510500312511,0.352043328593,3.28723813805
43,0.840875554835,0.519464988615,0.352535696415,3.28691845328
44,0.842597146692,0.518998970708,0.352535696415,3.28657561662
45,0.841244466306,0.523023067197,0.352535696415,3.28595667523
46,0.84247417715,0.513315103153,0.352535696415,3.2865643759
