epoch,acc,loss,val_acc,val_loss
0,0.173906322466,2.73294021383,0.337975858867,2.22710954269
1,0.425568093987,1.91976022832,0.435004642526,1.91342430106
2,0.634255680958,1.19013607705,0.427576601671,2.12366920283
3,0.793785747411,0.669592158911,0.424326833811,2.58560291815
4,0.89519245633,0.367208976304,0.416898792957,2.68024213799
5,0.941722059051,0.205828678407,0.422934076151,3.44990547033
6,0.955789148245,0.156470907765,0.413184772523,3.73297678594
7,0.962590817746,0.128593227726,0.392293407621,3.97366137093
8,0.963982068326,0.125236442019,0.413649025083,3.73877823906
9,0.970938321224,0.0967864133757,0.395543175494,3.92482916315
10,0.978512907714,0.0741382029217,0.412256267423,4.11428377954
11,0.977121657134,0.0774625691718,0.41179201487,4.1331506807
12,0.976967073736,0.0684654258934,0.397400185715,4.55780392072
13,0.989488328953,0.0365171894304,0.417363045552,4.30783599532
14,0.992425413511,0.0239324094154,0.417827298105,4.38020554581
15,0.994125830886,0.0209013269087,0.414577530232,4.43626849122
16,0.993043747102,0.0212539823166,0.421077065979,4.50731586978
17,0.995053331272,0.0196714493042,0.421541318533,4.43742286307
18,0.995826248261,0.0148191615371,0.423398328746,4.52469910796
19,0.995671664863,0.015973764762,0.419684308278,4.59540249035
20,0.994589581079,0.0182436206267,0.416434540445,4.6160594795
21,0.99520791467,0.0129683547459,0.418755803212,4.70248355042
22,0.99659916525,0.0126366835305,0.417827298105,4.76085888055
23,0.997835832432,0.0104211742673,0.419220055766,4.7668033587
24,0.99659916525,0.0120933260447,0.415970287892,4.76227174928
25,0.99659916525,0.0120048218015,0.416898792999,4.76259944964
26,0.996444581852,0.0109926162374,0.418291550659,4.76580916629
27,0.996908332045,0.00990226597425,0.421077065979,4.7713149486
28,0.995980831659,0.0112605257875,0.420612813426,4.78153274363
29,0.996289998454,0.0126054348849,0.420612813426,4.79917979705
