epoch,acc,loss,val_acc,val_loss
0,0.141152773492,2.80572938542,0.175732217573,2.68220782867
1,0.239386427059,2.43791844396,0.345885634602,2.16339494937
2,0.425782460536,1.88525671692,0.434681543468,1.8420905393
3,0.590796405385,1.3295711549,0.444909344491,1.97984016612
4,0.743879764506,0.844703295115,0.445839144625,2.11983000517
5,0.83901456463,0.520879439739,0.437470943768,2.53507705868
6,0.901766346544,0.319902504995,0.417945141795,2.8556455192
7,0.934924078183,0.206940170501,0.442584844279,3.16204564602
8,0.954601797317,0.147865873293,0.42910274291,3.60216569634
9,0.963588472358,0.124728711526,0.438400743861,3.70994779743
10,0.970405949799,0.104397301792,0.445374244558,3.87468404007
11,0.969011465758,0.10422462466,0.42259414228,3.64007540932
12,0.978153083359,0.0827554601153,0.428172942817,4.03820281038
13,0.978462968702,0.0733426843041,0.416550441676,4.03836657554
14,0.983885962139,0.0564912952757,0.438400743861,3.937401486
15,0.988379299659,0.038246852369,0.441655044207,4.02674423621
16,0.990548497056,0.0325240253869,0.45048814509,4.08831632914
17,0.991478153083,0.029500520927,0.447233844765,4.08499142894
18,0.99101332507,0.0309440181147,0.446768944718,4.07629511797
19,0.991788038426,0.0255732752255,0.453742445416,4.06857121926
20,0.992872637124,0.0249555675944,0.447233844744,4.09120830439
21,0.99488689185,0.0203887268594,0.446768944718,4.29270046306
22,0.994267121165,0.0197975287598,0.448163644858,4.39046786559
23,0.992872637124,0.0248699108604,0.448163644837,4.28007425329
24,0.994422063836,0.023891511325,0.444444444465,4.22756974034
25,0.995041834521,0.0213179747559,0.444909344512,4.21414089085
26,0.993802293152,0.0221791863136,0.446768944698,4.23758897361
27,0.993492407809,0.0227431770933,0.446304044651,4.2413259022
28,0.993957235823,0.0191525755079,0.451417945163,4.24069335048
29,0.995196777192,0.0209639466191,0.451417945163,4.2587686111
30,0.995661605151,0.01848343192,0.45048814507,4.25131357171
31,0.994577006508,0.0204658876042,0.447698744791,4.25041129753
32,0.995351719864,0.0174501319157,0.449558344977,4.26649226275
33,0.994422063836,0.0200005895322,0.451882845209,4.27259528685
34,0.995816547877,0.0170420248245,0.451417945163,4.27528677839
